,length,ppl,label
920,19.0,-240.463318,0
921,11.0,-164.948794,0
922,26.0,-337.001947,0
923,24.0,-307.110023,0
924,8.0,-88.825652,0
925,17.0,-189.134653,0
926,13.0,-148.775259,0
927,20.0,-260.551099,0
928,2.0,-25.746748,0
929,20.0,-266.418177,0
930,40.0,-458.251871,0
931,53.0,-616.886063,0
932,25.0,-308.773399,0
933,19.0,-265.460444,0
934,12.0,-166.655259,0
935,53.0,-646.871774,0
936,15.0,-185.294889,0
937,52.0,-605.575107,0
938,15.0,-189.478016,0
939,46.0,-532.663315,0
940,12.0,-147.03016,0
941,30.0,-396.822743,0
942,23.0,-298.663328,0
943,18.0,-224.030739,0
944,13.0,-175.41948,0
945,15.0,-211.691997,0
946,30.0,-390.281208,0
947,20.0,-260.295308,0
948,28.0,-367.32438,0
949,27.0,-364.589639,0
950,21.0,-275.546605,0
951,24.0,-339.991245,0
952,8.0,-100.401789,0
953,27.0,-371.379703,0
954,21.0,-268.740722,0
955,30.0,-410.027654,0
956,4.0,-59.936802,0
957,26.0,-330.139867,0
958,40.0,-507.266461,0
959,6.0,-83.50118,0
960,25.0,-341.824308,0
961,27.0,-352.311511,0
962,24.0,-306.974766,0
963,31.0,-392.22204,0
964,22.0,-268.58931,0
965,12.0,-153.72575,0
966,23.0,-291.972046,0
967,20.0,-253.488602,0
968,20.0,-253.473585,0
969,3.0,-51.639088,0
970,47.0,-585.388943,0
971,29.0,-369.039763,0
972,27.0,-352.380241,0
973,24.0,-306.729038,0
974,25.0,-328.151069,0
975,37.0,-455.32922,0
976,27.0,-351.689201,0
977,29.0,-362.393063,0
978,9.0,-108.463317,0
979,17.0,-208.687534,0
980,27.0,-329.805142,0
981,9.0,-101.90929,0
982,24.0,-326.813632,0
983,19.0,-264.946078,0
984,28.0,-360.128826,0
985,26.0,-315.42661,0
986,31.0,-398.787129,0
987,4.0,-53.447698,0
988,17.0,-202.182004,0
989,17.0,-221.937893,0
990,13.0,-155.296828,0
991,8.0,-99.994482,0
992,34.0,-406.549615,0
993,17.0,-186.173998,0
994,19.0,-246.929971,0
