,length,ppl,label
913,24.0,-262.047576,0
914,21.0,-247.717129,0
915,27.0,-244.897539,0
916,42.0,-489.868091,0
917,18.0,-203.966697,0
918,29.0,-295.026488,0
919,22.0,-213.353168,0
920,16.0,-180.423661,0
921,17.0,-153.057686,0
922,30.0,-279.530642,0
923,28.0,-262.084911,0
924,7.0,-70.648448,0
925,14.0,-170.677647,0
926,11.0,-94.119171,0
927,22.0,-209.820747,0
928,3.0,-28.979285,0
929,20.0,-193.222345,0
930,40.0,-366.063343,0
931,39.0,-343.53119,0
932,25.0,-213.847265,0
933,25.0,-250.411517,0
934,12.0,-112.401891,0
935,62.0,-483.172113,0
936,18.0,-134.927324,0
937,34.0,-333.023296,0
938,22.0,-197.909267,0
939,38.0,-383.483066,0
940,12.0,-119.332147,0
941,36.0,-335.787881,0
942,19.0,-176.447282,0
943,17.0,-174.774127,0
944,17.0,-182.115281,0
945,18.0,-182.169321,0
946,31.0,-316.495493,0
947,21.0,-216.533197,0
948,20.0,-226.783604,0
949,31.0,-314.064612,0
950,27.0,-244.652853,0
951,27.0,-303.302024,0
952,8.0,-69.411978,0
953,26.0,-244.815131,0
954,26.0,-226.621075,0
955,30.0,-288.563684,0
956,4.0,-48.99268,0
957,23.0,-255.838474,0
958,41.0,-440.79895,0
959,10.0,-106.358345,0
960,39.0,-395.969542,0
961,29.0,-293.912172,0
962,23.0,-235.501811,0
963,33.0,-332.754951,0
964,26.0,-245.641512,0
965,11.0,-86.474591,0
966,32.0,-333.692215,0
967,21.0,-219.677562,0
968,23.0,-227.595894,0
969,3.0,-25.017599,0
970,42.0,-422.418634,0
971,29.0,-346.79921,0
972,29.0,-352.657716,0
973,21.0,-280.445359,0
974,32.0,-344.113461,0
975,30.0,-303.416697,0
976,34.0,-339.941461,0
977,32.0,-311.95784,0
978,11.0,-110.747963,0
979,24.0,-228.815196,0
980,22.0,-211.476848,0
981,9.0,-83.534537,0
982,22.0,-252.776575,0
983,26.0,-273.454141,0
984,31.0,-287.046621,0
985,28.0,-250.332649,0
986,30.0,-295.46177,0
987,5.0,-52.197058,0
988,18.0,-175.556148,0
989,23.0,-205.97913,0
990,13.0,-136.69393,0
991,10.0,-92.45492,0
992,32.0,-312.309078,0
993,15.0,-143.974668,0
994,26.0,-229.798089,0
